2471-2566,ACM TRANSACTIONS ON PRIVACY AND SECURITY B4
1049-331X,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY A2
1559-1131,ACM TRANSACTIONS ON THE WEB A2
2576-6422,ACS APPLIED BIO MATERIALS B3
2574-0962,ACS APPLIED ENERGY MATERIALS B4
1944-8252,ACS APPLIED MATERIALS & INTERFACES (ONLINE) A1
4283-4293,ACS APPLIED NANO MATERIALS B4
2373-9878,ACS BIOMATERIALS SCIENCE & ENGINNERING A2
2155-5435,ACS CATALYSIS A1
2374-7951,ACS CENTRAL SCIENCE (ONLINE) A1
1554-8929,ACS CHEMICAL BIOLOGY A1
1554-8937,ACS CHEMICAL BIOLOGY A1
1948-7193,ACS CHEMICAL NEUROSCIENCE A1
2156-8952,ACS COMBINATORIAL SCIENCE A2
2472-3452,ACS EARTH AND SPACE CHEMISTRY B4
2373-8227,ACS INFECTIOUS DISEASES A1
2161-1653,ACS MACRO LETTERS A1
1948-5875,ACS MED CHEM LETT A2
1936-0851,ACS NANO A1
2470-1343,ACS OMEGA A3
2330-4022,ACS PHOTONICS A2
2379-3694,ACS SENSORS A1
2168-0485,ACS SUSTAINABLE CHEMISTRY & ENGINEERING A1
2161-5063,ACS SYNTHETIC BIOLOGY A1
0906-4710,"ACTA AGRICULTURAE SCANDINAVICA. SECTION B, SOIL AND PLANT SCIENCAE4"
0120-2812,ACTA AGRONOMICA B4
1809-4392,ACTA AMAZONICA B1
1677-7298,ACTA AMBIENTAL CATARINENSE B1
0001-5172,ACTA ANAESTHESIOLOGICA SCANDINAVICA A3
0353-5150,ACTA ANALYTICA A4
1234-950X,ACTA ANGIOLOGICA B4
2358-2375,ACTA APICOLA BRASILICA B3
0167-8019,ACTA APPLICANDAE MATHEMATICAE B1
0001-5202,ACTA ARACHNOLOGICA B4
0065-101X,ACTA ARCHAEOLOGICA (PAPIRFORM) B1
0094-5765,ACTA ASTRONAUTICA A1
0001-5237,ACTA ASTRONOMICA A1
1672-9145,ACTA BIOCHIMICA ET BIOPHYSICA SINICA A4
1726-569X,ACTA BIOETHICA (EN LÍNEA) B4
0120-548X,ACTA BIOLOGICA COLOMBIANA B1
1742-7061,ACTA BIOMATERIALIA A1
2236-0867,ACTA BIOMEDICA BRASILIENSIA B1
0325-2957,ACTA BIOQUÍMICA CLÍNICA LATINOAMERICANA B4
0001-5342,ACTA BIOTHEORETICA A2
1677-941X,ACTA BOTANICA BRASILICA B1
2526-4338,ACTA BRASILIENSIS B1
2526-432X,ACTA BRASILIENSIS B1
0001-5385,ACTA CARDIOLOGICA (IMPRIMÉ) B2
0583-6050,ACTA CARSOLOGICA B1
1440-1754,ANNALS OF PEDIATRICS AND CHILD HEALTH,B1
1877-0657,ANNALS OF PHYSICAL AND REHABILITATION MEDICINE,A1
0003-4916,ANNALS OF PHYSICS (PRINT),A2
0148-7043,ANNALS OF PLASTIC SURGERY (PRINT),A3
0091-1798,ANNALS OF PROBABILITY,A1
1467-8292,ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS,B1
0168-0072,ANNALS OF PURE AND APPLIED LOGIC (PRINT),A1
1468-2060,ANNALS OF RHEUMATIC DISEASES,A1
0090-5364,ANNALS OF STATISTICS,A1
0003-4932,ANNALS OF SURGERY,A1
1068-9265,ANNALS OF SURGICAL ONCOLOGY,A1
2288-6575,ANNALS OF SURGICAL TREATMENT AND RESEARCH (IMPRESSO),B1
1958-9395,ANNALS OF TELECOMMUNICATIONS,A4
2469-4460,ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS,A1
2469-4452,ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS,A1
2325-6621,ANNALS OF THE AMERICAN THORACIC SOCIETY,A2
0013-8746,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,A3
0026-6493,ANNALS OF THE MISSOURI BOTANICAL GARDEN,A2
0077-8923,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,A1
0003-4967,ANNALS OF THE RHEUMATIC DISEASES,A1
0035-8843,ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND,B1
1582-5949,"ANNALS OF THE UNIVERSITY OF PETROSANI, ECONOMICS",A3
1425-9524,ANNALS OF TRANSPLANTATION,B2
0890-5096,ANNALS OF VASCULAR SURGERY (PRINT),A4
1146-7363,ANNUAIRE D'HISTOIRE DU VAL ET DE LA VILLE DE MUNSTER,B4
2347-565X,ANNUAL RESEARCH & REVIEW IN BIOLOGY,B2
2165-8110,ANNUAL REVIEW OF ANIMAL BIOSCIENCES,A1
0066-4146,ANNUAL REVIEW OF ASTRONOMY AND ASTROPHYSICS (PRINT),A1
1543-592X,"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS",A1
0066-4170,ANNUAL REVIEW OF ENTOMOLOGY (PRINT),A1
0066-4286,ANNUAL REVIEW OF PHYTOPATHOLOGY (PRINT),A1
1543-5008,ANNUAL REVIEW OF PLANT BIOLOGY (PRINT),A1
1883-9452,ANNUAL REVIEW OF THE TOKAI SOCIOLOGICAL SOCIETY,B4
0003-5157,ANNUARIUM HISTORIAE CONCILIORUM,B3
0104-236X,ANOS 90 (UFRGS. IMPRESSO),A2
0954-1020,ANTARCTIC SCIENCE (PRINT),A4
1984-4921,ANTARES: LETRAS E HUMANIDADES,A4
2317-0824,ANTHESIS,B3
2076-2704,ANTHROPÍA,B3
0254-9212,ANTHROPOLOGICA,A2
2526-3781,ANTHROPOLÓGICAS VISUAL,B4
0702-8997,ANTHROPOLOGIE ET SOCIÉTÉS,A3
1364-8470,ANTHROPOLOGY & MEDICINE,A3
1609-9168,ANTHROPOLOGY OF FOOD,B1
0268-540X,ANTHROPOLOGY TODAY,A4
0892-7936,ANTHROZOOS (HANOVER),A1
2079-6382,ANTIBIOTICS-BASEL,A1
2073-4468,ANTIBODIES,A3
1871-5206,ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY,A4
0959-4973,ANTI-CANCER DRUGS,A4
1175-5652,APPLIED HEALTH ECONOMICS AND HEALTH POLICY A2
1179-1896,APPLIED HEALTH ECONOMICS AND HEALTH POLICY A2
1541-2016,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY (PRINTA)3
0924-669X,APPLIED INTELLIGENCE (BOSTON) A3
1868-6311,APPLIED LINGUISTICS REVIEW A3
0937-9347,APPLIED MAGNETIC RESONANCE B2
2352-9407,APPLIED MATERIALS TODAY A1
1350-486X,APPLIED MATHEMATICAL FINANCE (PRINT) B1
0307-904X,APPLIED MATHEMATICAL MODELLING A1
1935-0090,APPLIED MATHEMATICS & INFORMATION SCIENCES (PRINT) B4
0095-4616,APPLIED MATHEMATICS & OPTIMIZATION A4
0096-3003,APPLIED MATHEMATICS AND COMPUTATION A4
0253-4827,APPLIED MATHEMATICS AND MECHANICS A2
0893-9659,APPLIED MATHEMATICS LETTERS A2
0175-7598,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY A2
2190-5509,APPLIED NANOSCIENCE A4
2364-8228,APPLIED NETWORK SCIENCE B4
2327-9095,APPLIED NEUROPSYCHOLOGY. ADULT A2
2162-2973,APPLIED NEUROPSYCHOLOGY: CHILD A2
0168-9274,APPLIED NUMERICAL MATHEMATICS B1
0897-1897,APPLIED NURSING RESEARCH A1
0141-1187,APPLIED OCEAN RESEARCH A2
1570-5838,APPLIED ONTOLOGY A1
1559-128X,APPLIED OPTICS A2
0268-2605,APPLIED ORGANOMETALLIC CHEMISTRY A2
0721-7250,APPLIED PHYSICS A A4
0003-6951,APPLIED PHYSICS LETTERS A1
1077-3118,APPLIED PHYSICS LETTERS A1
0947-8396,"APPLIED PHYSICS. A, MATERIALS SCIENCE & PROCESSING (PRINT) A4"
0946-2171,"APPLIED PHYSICS. B, LASERS AND OPTICS (PRINT) A3"
1715-5320,"APPLIED PHYSIOLOGY, NUTRITION AND METABOLISM (ONLINE) A3"
0142-7164,APPLIED PSYCHOLINGUISTICS (PRINT) A2
1090-0586,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK A4
0969-8043,APPLIED RADIATION AND ISOTOPES A2
1871-2584,APPLIED RESEARCH IN QUALITY-OF-LIFE (PRINT) A2
1430-6395,APPLIED RHEOLOGY (PRINT) B1
2076-3417,APPLIED SCIENCES A4
1568-4946,APPLIED SOFT COMPUTING (PRINT) A1
0929-1393,APPLIED SOIL ECOLOGY (PRINT) A1
1874-463X,APPLIED SPATIAL ANALYSIS AND POLICY B3
0003-7028,APPLIED SPECTROSCOPY A3
0570-4928,APPLIED SPECTROSCOPY REVIEWS (SOFTCOVER ED.) A1
0035-9254,APPLIED STATISTICS (PRINT) A2
1526-4025,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY (ONLINE) A4
1524-1904,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY (PRINT) A4
0169-4332,APPLIED SURFACE SCIENCE A1
1359-4311,APPLIED THERMAL ENGINEERING A1
2448-3524,APPLIED TOURISM B2
1402-2001,APPLIED VEGETATION SCIENCE A2
1678-7846,APRENDER (VITÓRIA DA CONQUISTA) B3
0340-5761,ARCHIVES OF TOXICOLOGY A1
1432-0738,ARCHIVES OF TOXICOLOGY A1
1517-784X,ARCHIVES OF VETERINARY SCIENCE B2
0304-8608,ARCHIVES OF VIROLOGY B1
1434-1816,ARCHIVES OF WOMEN'S MENTAL HEALTH A1
1124-3562,ARCHIVIO ITALIANO DI UROLOGIA E ANDROLOGIA B2
0004-0304,ARCHIVIO PENALE B2
1973-3461,ARCHIVIO STORICO DELL'EMIGRAZIONE ITALIANA B4
1068-2341,ARCHIVOS ANALÍTICOS DE POLÍTICAS EDUCATIVAS / EDUCATION POLICY AAN1
1668-3501,ARCHIVOS ARGENTIONOS DE PEDIATRIA B2
0300-2896,ARCHIVOS DE BRONCONEUMOLOGÍA (ED. IMPRESA) A4
1405-9940,ARCHIVOS DE CARDIOLOGIA DO MÉXICO B2
0214-6606,ARCHIVOS DE LA FILMOTECA B4
1698-9465,ARCHIVOS DE MEDICINA B3
0212-8799,ARCHIVOS DE MEDICINA DEL DEPORTE B2
0301-732X,ARCHIVOS DE MEDICINA VETERINARIA (IMPRESA) B2
0004-0592,ARCHIVOS DE ZOOTECNIA B2
0004-0614,ARCHIVOS ESPAÑOLES DE UROLOGÍA (ED. IMPRESA) B3
0004-0622,ARCHIVOS LATINOAMERICANOS DE NUTRICIÓN B3
1022-1301,ARCHIVOS LATINOAMERICANOS DE PRODUCCIÓN ANIMAL B4
0004-069X,ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS A4
1994-6961,ARCHNET-IJAR: INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH A3
1984-5596,ARCOS DESIGN (ONLINE) B4
2379-2957,AREA DEVELOPMENT AND POLICY B4
1645-6947,AREA DOMENIU B3
2317-8442,AREL FAAR - AMAZON'S RESEARCH AND ENVIRONMENTAL LAW A3
1984-7505,ARETÉ (MANAUS) A3
2443-4566,ARETÉ. REVISTA DIGITAL DEL DOCTORADO EN EDUCACIÓN DE LA UNIVERSBID2
2317-3882,ARGUMENTA A4
1565-8961,ARGUMENTATION & ANALYSE DU DISCOURS A2
0920-427X,ARGUMENTATION (DORDRECHT) A1
1519-0854,ARGUMENTO (JUNDIAÍ) B3
1806-3616,ARGUMENTO (SALVADOR) B3
0187-5795,ARGUMENTOS (MÉXICO) B4
1806-5627,ARGUMENTOS (UNIMONTES) B4
2448-2803,ARGUMENTOS PRÓ-EDUCAÇÃO - REVISTA DE EDUCAÇÃO DA UNIVÁS B2
2527-2551,ARGUMENTOS- REVISTA DO DEPARTAMENTO DE CIÊNCIAS SOCIAIS DA UNBI 4
1984-4247,ARGUMENTOS: REVISTA DE FILOSOFIA (IMPRESSO) A4
1677-809X,ARGUMENTUM A3
1583-2767,"ARGUMENTUM - JOURNAL OF THE SEMINAR OF DISCURSIVE LOGIC, ARGUBM4"
2069-573X,"ARGUMENTUM - JOURNAL OF THE SEMINAR OF DISCURSIVE LOGIC, ARGUBM4"
2359-6880,ARGUMENTUM (UNIMAR) A3
2176-9575,ARGUMENTUM (VITÓRIA) A1
1688-6658,ARIEL B4
1638-5713,ARIMA B4
2174-856X,ARKEOGAZTE B1
0004-2080,ARKIV FOR MATEMATIK A3
1551-7004,ARKIVOC B2
1359-1355,ARQ. ARCHITECTURAL RESEARCH QUARTERLY A3
1984-5766,ARQ.URB B2
1726-4170,BIOGEOSCIENCES (KATLENBURG-LINDAU. PRINT) A1
1810-6285,BIOGEOSCIENCES DISCUSSION (ONLINE) B2
1389-5729,BIOGERONTOLOGY (DORDRECHT) A1
2027-1034,BIO-GRAFIA: ESCRITOS SOBRE LA BIOLOGIA Y SU ENSENANZA A2
1460-2059,BIOINFORMATICS (ONLINE) A1
1367-4811,BIOINFORMATICS (OXFORD. ONLINE) A1
1177-9322,BIOINFORMATICS AND BIOLOGY INSIGHTS A2
1565-3633,BIOINORGANIC CHEMISTRY AND APPLICATIONS A4
1748-3182,BIOINSPIRATION & BIOMIMETICS (PRINT) A1
2069-5837,BIOINTERFACE RESEARCH IN APPLIED CHEMISTRY A1
2242-1300,BIOINVASIONS RECORDS A4
2284-4503,BIOLAW JOURNAL - RIVISTA DI BIODIRITTO B1
1336-9563,BIOLOGIA A4
0006-3088,BIOLOGIA (BRATISLAVA) A4
1573-8264,BIOLOGIA PLANTARUM A2
0006-3134,BIOLOGIA PLANTARUM (PRAHA) A2
0918-6158,BIOLOGICAL & PHARMACEUTICAL BULLETIN B1
0144-8765,BIOLOGICAL AGRICULTURE & HORTICULTURE A3
1437-4315,BIOLOGICAL CHEMISTRTY A3
0006-3207,BIOLOGICAL CONSERVATION A1
1049-9644,BIOLOGICAL CONTROL (PRINT) A2
1432-0770,BIOLOGICAL CYBERNETICS (INTERNET) A2
1387-3547,BIOLOGICAL INVASIONS A1
0024-4066,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY A2
1095-8312,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY A2
1480-9222,BIOLOGICAL PROCEDURES ONLINE A2
0006-3223,BIOLOGICAL PSYCHIATRY (1969) A1
2451-9022,BIOLOGICAL PSYCHIATRY: COGNITIVE NEUROSCIENCE AND NEUROIMAGINAG3
0301-0511,BIOLOGICAL PSYCHOLOGY A2
0717-6287,BIOLOGICAL RESEARCH (ONLINE) A3
0716-9760,BIOLOGICAL RESEARCH (PRINT) A3
1464-7931,BIOLOGICAL REVIEWS A1
0929-1016,BIOLOGICAL RHYTHM RESEARCH B2
1744-4179,BIOLOGICAL RHYTHM RESEARCH (ONLINE) B2
0163-4984,BIOLOGICAL TRACE ELEMENT RESEARCH A3
1559-0720,BIOLOGICAL TRACE ELEMENT RESEARCH (ONLINE) A3
2212-683X,BIOLOGICALLY INSPIRED COGNITIVE ARCHITECTURES B2
1045-1056,BIOLOGICALS (LONDON. PRINT) A4
2079-7737,BIOLOGY A1
0178-2762,BIOLOGY AND FERTILITY OF SOILS (PRINT) A1
1744-9561,BIOLOGY LETTERS (PRINT) A1
1083-8791,BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION A1
0006-3363,BIOLOGY OF REPRODUCTION A1
1529-7268,BIOLOGY OF REPRODUCTION (ONLINE) A1
2042-6410,BIOLOGY OF SEX DIFFERENCES A1
0860-021X,BIOLOGY OF SPORT A3
0248-4900,BIOLOGY OF THE CELL A3
2046-6390,BIOLOGY OPEN A3
1525-7797,BIOMACROMOLECULES A1
1526-4602,BIOMACROMOLECULES A1
1177-2719,BIOMARKER INSIGHTS,B2
1354-750X,BIOMARKERS (LONDON. PRINT),B1
1752-0363,BIOMARKERS IN MEDICINE (PRINT),A4
0961-9534,BIOMASS & BIOENERGY,A1
2190-6815,BIOMASS CONVERSION AND BIOREFINERY,B1
0142-9612,BIOMATERIALS (GUILDFORD),A1
2047-4830,BIOMATERIALS SCIENCE,A1
2314-6141,BIOMED RESEARCH INTERNATIONAL,A3
2314-6133,BIOMED RESEARCH INTERNATIONAL,A3
0120-4157,BIOMÉDICA (BOGOTÁ),B2
0895-3988,BIOMEDICAL AND ENVIRONMENTAL SCIENCES,A3
0974-6242,BIOMEDICAL AND PHARMACOLOGY JOURNAL,B3
0006-3398,BIOMEDICAL ENGINEERING,B2
1475-925X,BIOMEDICAL ENGINEERING ONLINE (ONLINE),A2
2299-3932,BIOMEDICAL GLASSES,B3
2080-2234,BIOMEDICAL HUMAN KINETICS,B3
2319-4170,BIOMEDICAL JOURNAL (PRINT),A3
1748-6041,BIOMEDICAL MATERIALS (BRISTOL. PRINT),A3
0959-2989,BIO-MEDICAL MATERIALS AND ENGINEERING,B3
1878-3619,BIO-MEDICAL MATERIALS AND ENGINEERING,B3
1387-2176,BIOMEDICAL MICRODEVICES (PRINT),A3
2156-7085,BIOMEDICAL OPTICS EXPRESS,A1
2057-1976,BIOMEDICAL PHYSICS & ENGINEERING EXPRESS,A4
2049-9434,BIOMEDICAL REPORTS,A4
0388-6107,BIOMEDICAL RESEARCH (TOKYO),B1
1746-8094,BIOMEDICAL SIGNAL PROCESSING AND CONTROL (PRINT),A1
0753-3322,BIOMEDICINE & PHARMACOTHERAPY,A2
0013-5585,BIOMEDIZINISCHE TECHNIK (BERLIN. ZEITSCHRIFT),B3
0966-0844,BIOMETALS (OXFORD),A3
0323-3847,BIOMETRICAL JOURNAL (1977),A3
0006-341X,BIOMETRICS (WASHINGTON),A1
1932-1058,BIOMICROFLUIDICS,A3
1874-2718,BIOMOLECULAR NMR ASSIGNMENTS (PRINT),B4
2218-273X,BIOMOLECULES,A1
1679-8074,BIOMOTRIZ (UNICRUZ),B4
2191-1630,BIONANOSCIENCE (IMPRESSO),B2
1179-7649,BIONOMINA (PRINT),B4
0968-0896,BIOORGANIC & MEDICINAL CHEMISTRY (PRINT),A2
0960-894X,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS (PRINT),A2
0045-2068,BIOORGANIC CHEMISTRY (PRINT),A2
0301-4622,BIOPHYSICAL CHEMISTRY (PRINT),A4
0006-3495,BIOPHYSICAL JOURNAL (PRINT),A2
1867-2450,BIOPHYSICAL REVIEWS,A3
0006-3525,BIOPOLYMERS (NEW YORK. PRINT),B1
1947-5535,BIOPRESERVATION AND BIOBANKING,A4
1947-5543,BIOPRESERVATION AND BIOBANKING,A4
1615-7591,BIOPROCESS AND BIOSYSTEMS ENGINEERING (PRINT),A2
2164-7860,BIORESEARCH OPEN ACCESS,A2
0960-8524,BIORESOURCE TECHNOLOGY,A1
1930-2126,"BIORESOURCES (RALEIGH, N.C)",A3
1517-9664,BIOSAÚDE (LONDRINA),B3
0006-3568,BIOSCIENCE (WASHINGTON. PRINT),A1
1981-3163,BIOSCIENCE JOURNAL (ONLINE),B1
0144-8463,BIOSCIENCE REPORTS,A3
1573-4935,BIOSCIENCE REPORTS,A3
0916-8451,"BIOSCIENCE, BIOTECHNOLOGY, AND BIOCHEMISTRY",B1
2079-6374,BIOSENSORS,A3
0956-5663,BIOSENSORS & BIOELECTRONICS,A1
1745-8552,BIOSOCIETIES (PRINT),A2
1465-4644,BIOSTATISTICS (OXFORD. PRINT),A2
0303-2647,BIOSYSTEMS (AMSTERDAM. PRINT),A4
1537-5110,BIOSYSTEMS ENGINEERING,A1
2179-5746,BIOTA AMAZÔNIA,B4
0124-5376,BIOTA COLOMBIA,B4
1678-6424,BIOTA NEOTROPICA (EDIÇÃO EM PORTUGUÊS. IMPRESSO),B1
1052-0295,BIOTECHNIC & HISTOCHEMISTRY,A4
0736-6205,BIOTECHNIQUES,A4
1310-2818,BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT (SOFIA),B1
0734-9750,BIOTECHNOLOGY ADVANCES,A1
0885-4513,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,A4
0006-3592,BIOTECHNOLOGY AND BIOENGINEERING (PRINT),A2
1226-8372,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING (SEOUL. PRINT),B1
1754-6834,BIOTECHNOLOGY FOR BIOFUELS,A1
1860-7314,BIOTECHNOLOGY JOURNAL (INTERNET),A2
1860-6768,BIOTECHNOLOGY JOURNAL (PRINT),A2
0141-5492,BIOTECHNOLOGY LETTERS,A4
1573-6776,BIOTECHNOLOGY LETTERS (DORDRECHT. ONLINE),A4
1520-6033,BIOTECHNOLOGY PROGRESS,A3
8756-7938,BIOTECHNOLOGY PROGRESS (PRINT),A3
2215-017X,BIOTECHNOLOGY REPORTS,A2
2452-0721,BIOTECHNOLOGY RESEARCH AND INNOVATION,A4
1780-4507,"BIOTECHNOLOGY, AGRONOMY AND SOCIETY AND ENVIRONMENT",B1
1609-1841,BIOTECNOLOGIA VEGETAL,B4
2074-8647,BIOTECNOLOGÍA VEGETAL,B4
2175-7925,BIOTEMAS,B4
0103-1643,BIOTEMAS (UFSC),B4
2352-5738,BIOTRIBOLOGY,A4
0006-3606,"BIOTROPICA (LAWRENCE, KS)",A2
1398-5647,BIPOLAR DISORDERS (PRINT),A1
0959-2709,BIRD CONSERVATION INTERNATIONAL,A2
2472-1727,BIRTH DEFECTS RESEARCH,B4
1542-0752,BIRTH DEFECTS RESEARCH. CLINICAL AND MOLECULAR TERATOLOGY,A2
1935-5548,BIRZEIT WORKING PAPER SERIES,A1
1405-8901,BITÁCORA ARQUITETURA,B1
0124-7913,BITACORA URBANO TERRITORIAL,A4
2058-850X,BJHS THEMES,A4
1471-0528,BJOG (OXFORD. ONLINE),A1
1464-4096,BJU INTERNATIONAL (PRINT),A1
0006-4246,BLACK SCHOLAR,A3
0006-4971,"BLOOD (PHILADELPHIA, PA)",A1
2044-5385,BLOOD CANCER JOURNAL,A1
1079-9796,"BLOOD CELLS, MOLECULES & DISEASES (PRINT)",B1
0957-5235,BLOOD COAGULATION & FIBRINOLYSIS,B2
0803-7051,BLOOD PRESSURE,A3
1651-1999,BLOOD PRESSURE (ONLINE),A3
1359-5237,BLOOD PRESSURE MONITORING,A2
0253-5068,BLOOD PURIFICATION,A3
0268-960X,BLOOD REVIEWS,A1
1723-2007,BLOOD TRANSFUSION,A4
2358-2359,BLUCHER PHYSICS PROCEEDINGS,B4
0006-5218,BLUMENAU EM CADERNOS,B4
1471-2253,BMC ANESTHESIOLOGY (ONLINE),A4
1471-2091,BMC BIOCHEMISTRY (ONLINE),B2
1471-2105,BMC BIOINFORMATICS,A1
1741-7007,BMC BIOLOGY,A1
1472-6750,BMC BIOTECHNOLOGY (ONLINE),A2
1471-2407,BMC CANCER (ONLINE),A2
1471-2261,BMC CARDIOVASCULAR DISORDERS (ONLINE),A3
1471-2121,BMC CELL BIOLOGY (ONLINE),B1
1472-6890,BMC CLINICAL PATHOLOGY (ONLINE),A2
1472-6882,BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE (ONLINE),A3
1471-5945,BMC DERMATOLOGY (ONLINE),A2
1471-213X,BMC DEVELOPMENTAL BIOLOGY (ONLINE),B1
1472-6785,BMC ECOLOGY (ONLINE),A2
1472-6823,BMC ENDOCRINE DISORDERS (ONLINE),B1
1471-2148,BMC EVOLUTIONARY BIOLOGY (ONLINE),A1
1471-230X,BMC GASTROENTEROLOGY (ONLINE),A4
1471-2156,BMC GENETICS (ONLINE),A3
1471-2164,BMC GENOMICS,A2
1471-2318,BMC GERIATRICS (ONLINE),A2
1472-6963,BMC HEALTH SERVICES RESEARCH (ONLINE),A2
2052-1839,BMC HEMATOLOGY,B1
1471-2172,BMC IMMUNOLOGY (ONLINE),A4
1471-2334,BMC INFECTIOUS DISEASES (ONLINE),A3
1472-698X,BMC INTERNATIONAL HEALTH AND HUMAN RIGHTS (ONLINE),A2
1472-6920,BMC MEDICAL EDUCATION (ONLINE),A3
1472-6939,BMC MEDICAL ETHICS (ONLINE),A1
1471-2350,BMC MEDICAL GENETICS (ONLINE),A4
1755-8794,BMC MEDICAL GENOMICS,A3
1472-6947,BMC MEDICAL INFORMATICS AND DECISION MAKING (ONLINE),A2
1471-2288,BMC MEDICAL RESEARCH METHODOLOGY (ONLINE),A2
1741-7015,BMC MEDICINE,A1
1471-2180,BMC MICROBIOLOGY (ONLINE),A2
1471-2474,BMC MUSCULOSKELETAL DISORDERS (ONLINE),A2
1471-2369,BMC NEPHROLOGY,A2
1471-2377,BMC NEUROLOGY (ONLINE),A3
1471-2202,BMC NEUROSCIENCE (ONLINE),A4
1472-6955,BMC NURSING (ONLINE),A1
2055-0928,BMC NUTRITION,B2
2052-9538,BMC OBESITY,B4
1340-6868,BREAST CANCER (TOKYO. 1994),A4
1465-542X,BREAST CANCER RESEARCH (ONLINE),A1
1465-5411,BREAST CANCER RESEARCH (PRINT),A1
0167-6806,BREAST CANCER RESEARCH AND TREATMENT,A2
1573-7217,BREAST CANCER RESEARCH AND TREATMENT,A2
1178-2234,BREAST CANCER: BASIC AND CLINICAL RESEARCH,B1
1179-1314,BREAST CANCER: TARGETS AND THERAPY,A3
1661-3791,BREAST CARE (BASEL. PRINT),A2
1556-8253,BREASTFEEDING MEDICINE,A3
1344-7610,BREEDING SCIENCE,A2
2257-0543,BRESIL(S),B1
2236-420X,BREVIÁRIO DE FILOSOFIA PÚBLICA,B4
2409-9058,BRICS LAW JOURNAL,B3
1467-5463,BRIEFINGS IN BIOINFORMATICS,A1
0007-0610,BRITISH DENTAL JOURNAL,B2
0007-070X,BRITISH FOOD JOURNAL (1966),A4
0960-8788,BRITISH JOURNAL FOR THE HISTORY OF PHILOSOPHY (PRINT),A3
2049-4092,BRITISH JOURNAL OF AMERICAN LEGAL STUDIES,B2
0007-0912,BRITISH JOURNAL OF ANAESTHESIA,A1
0007-0920,BRITISH JOURNAL OF CANCER,A1
0306-5251,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY (PRINT),A1
0007-0963,BRITISH JOURNAL OF DERMATOLOGY (1951. PRINT),A1
1365-2133,BRITISH JOURNAL OF DERMATOLOGY (ONLINE),A1
2278-0998,"BRITISH JOURNAL OF EDUCATION, SOCIETY & BEHAVIOURAL SCIENCE",B3
0960-1643,BRITISH JOURNAL OF GENERAL PRACTICE,A1
1478-5242,BRITISH JOURNAL OF GENERAL PRACTICE (ONLINE),A1
0007-1048,BRITISH JOURNAL OF HAEMATOLOGY (PRINT),A2
1045-3172,BRITISH JOURNAL OF MANAGEMENT,A1
2053-4051,BRITISH JOURNAL OF MARKETING STUDIES (ONLINE),B4
2231-0614,BRITISH JOURNAL OF MEDICINE AND MEDICAL RESEARCH,A4
0969-4900,BRITISH JOURNAL OF MIDWIFERY,B3
0268-8697,BRITISH JOURNAL OF NEUROSURGERY (PRINT),A4
0966-0461,BRITISH JOURNAL OF NURSING,B1
0007-1145,BRITISH JOURNAL OF NUTRITION,A1
0007-1161,BRITISH JOURNAL OF OPHTHALMOLOGY,A1
0266-4356,BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,A4
2231-2919,BRITISH JOURNAL OF PHARMACEUTICAL RESEARCH,B3
0007-1188,BRITISH JOURNAL OF PHARMACOLOGY,A1
1472-1465,BRITISH JOURNAL OF PSYCHIATRY (ONLINE),A1
0007-1250,BRITISH JOURNAL OF PSYCHIATRY (PRINT),A1
0265-9883,BRITISH JOURNAL OF PSYCHOTHERAPY,A3
0007-1285,BRITISH JOURNAL OF RADIOLOGY,A4
1748-880X,BRITISH JOURNAL OF RADIOLOGY,A4
0144-6665,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,A2
0007-1315,BRITISH JOURNAL OF SOCIOLOGY (PRINT),A1
0306-3674,BRITISH JOURNAL OF SPORTS MEDICINE,A1
1365-2168,BRITISH JOURNAL OF SURGERY,A1
